country,year,"Inflation, consumer prices (annual %)","Inflation, GDP deflator (annual %)",Real interest rate (%),Deposit interest rate (%),Lending interest rate (%),"Unemployment, total (% of total labor force) (national estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)",iso3c,iso2c,adminregion,incomeLevel
Africa Eastern and Southern,1974,19.5983935742147,15.4390860555148,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1975,15.2240989352891,11.9337531309587,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1976,11.2164713172617,10.0377075794191,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1977,14.2380554942681,10.8048788881386,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1978,12.52689251464,11.1817935239062,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1979,15.0698498241015,15.1234221053506,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1980,15.0665115372509,19.2052947580264,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1981,14.4615910742106,10.8530772651212,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1982,12.1399176954734,7.69747177639768,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1983,11.5675243834069,11.5568417274293,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1984,10.9838625715774,11.4775575193276,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1985,13.0065664218827,16.8151829000054,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1986,13.8919716455566,13.5092843207165,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1987,12.5634432211069,11.7357835167118,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1988,12.5222539355743,20.0811009247052,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1989,12.5582020707012,14.7982343672356,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1990,12.4579139789566,11.9263048403352,,,,,,AFE,ZH,,Aggregates
Africa Eastern and Southern,1991,17.6781002638522,12.5319618968832,,,,,7.79701234693042,AFE,ZH,,Aggregates
Africa Eastern and Southern,1992,16.1676123963339,14.2531376764685,,,,,7.83814224456191,AFE,ZH,,Aggregates
Africa Eastern and Southern,1993,13.1356607683724,13.8705025879442,,,,,7.84944476994907,AFE,ZH,,Aggregates
Africa Eastern and Southern,1994,14.852814983397,10.970426743749,,,,,7.83970146109421,AFE,ZH,,Aggregates
Africa Eastern and Southern,1995,12.2885912601426,12.8165184306103,,,,,7.83328627592022,AFE,ZH,,Aggregates
Africa Eastern and Southern,1996,9.70658632526506,14.4531114060499,,,,,7.84185651165133,AFE,ZH,,Aggregates
Africa Eastern and Southern,1997,10.2495987403067,9.01894074585519,,,,,7.858703013495,AFE,ZH,,Aggregates
Africa Eastern and Southern,1998,7.49525600695578,8.26955483499275,,,,,7.81090269413067,AFE,ZH,,Aggregates
Africa Eastern and Southern,1999,7.81986477630863,8.00681327830817,,,,,7.7896803412642,AFE,ZH,,Aggregates
Africa Eastern and Southern,2000,8.6014851485149,11.1173058823143,,,,,7.72484428642947,AFE,ZH,,Aggregates
Africa Eastern and Southern,2001,5.84035398311558,8.62998398922237,,,,,7.73294543364148,AFE,ZH,,Aggregates
Africa Eastern and Southern,2002,8.76375366426173,9.45926497236815,,,,,7.9595818408506,AFE,ZH,,Aggregates
Africa Eastern and Southern,2003,7.44970014007364,8.112711760922,,,,,7.78796507383304,AFE,ZH,,Aggregates
Africa Eastern and Southern,2004,5.02342068616284,9.83959057276779,,,,,7.31032819176143,AFE,ZH,,Aggregates
Africa Eastern and Southern,2005,8.55803802239772,7.40752901026004,,,,,7.11765820012593,AFE,ZH,,Aggregates
Africa Eastern and Southern,2006,8.89816380214033,8.59255310013562,,,,,6.98947687278823,AFE,ZH,,Aggregates
Africa Eastern and Southern,2007,8.45077480634995,8.25956814315703,,,,,6.73876522153116,AFE,ZH,,Aggregates
Africa Eastern and Southern,2008,12.5666446595157,11.4630397755026,,,,,6.27197723559034,AFE,ZH,,Aggregates
Africa Eastern and Southern,2009,8.95421802392944,7.57021242824413,,,,,6.32390919245746,AFE,ZH,,Aggregates
Africa Eastern and Southern,2010,5.53753791645677,6.12843243160444,,,,,6.8677855707396,AFE,ZH,,Aggregates
Africa Eastern and Southern,2011,8.97120640995792,9.43027047205072,,,,,6.74808147368188,AFE,ZH,,Aggregates
Africa Eastern and Southern,2012,9.15870715471667,6.99201628115405,,,,,6.5621786470409,AFE,ZH,,Aggregates
Africa Eastern and Southern,2013,5.75098133352462,5.84411140067347,,,,,6.44545648496286,AFE,ZH,,Aggregates
Africa Eastern and Southern,2014,5.37028961008588,5.40116408445864,,,,,6.40519550006924,AFE,ZH,,Aggregates
Africa Eastern and Southern,2015,5.25017086354882,5.36646229774758,,,,,6.49004120319987,AFE,ZH,,Aggregates
Africa Eastern and Southern,2016,6.57139642173959,6.40090045368644,,,,,6.61020531330575,AFE,ZH,,Aggregates
Africa Eastern and Southern,2017,6.39934341569383,5.21743086612765,,,,,6.7149547357794,AFE,ZH,,Aggregates
Africa Eastern and Southern,2018,4.720811388773,4.09504739915306,,,,,6.73116273378074,AFE,ZH,,Aggregates
Africa Eastern and Southern,2019,4.12024587014984,4.25278864409123,,,,,6.9143532468525,AFE,ZH,,Aggregates
Africa Eastern and Southern,2020,5.19145571718405,5.37358914200495,,,,,7.56318685370141,AFE,ZH,,Aggregates
Africa Eastern and Southern,2021,,,,,,,8.11178259954108,AFE,ZH,,Aggregates
Africa Western and Central,1970,,3.71045521169691,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1971,,4.1891964876811,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1972,,5.14581077289549,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1973,,7.19899600510408,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1974,,13.422639128858,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1975,,8.5867720863919,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1976,,12.0547725627498,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1977,,11.0431083052755,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1978,,7.66739154785461,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1979,,11.1739395324355,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1980,,11.9782490154202,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1981,8.79921083308779,10.6252870249993,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1982,12.0597652081337,13.8205590469078,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1983,10.6719367588933,9.92793639864083,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1984,11.2499999999997,11.3150500299381,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1985,7.35492577597832,5.29721350176417,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1986,5.95096499946617,0.0204677950133885,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1987,0.248788555354769,1.68456342543935,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1988,2.52365930599391,3.40855659996421,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1989,0.869287022608277,3.58485904083869,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1990,1.05736139457208,6.66894187234996,,,,,,AFW,ZI,,Aggregates
Africa Western and Central,1991,1.74188785932667,3.0734989661165,,,,,4.41545531459567,AFW,ZI,,Aggregates
Africa Western and Central,1992,-0.0629990064786967,0.738816824028547,,,,,4.53057419662057,AFW,ZI,,Aggregates
Africa Western and Central,1993,0.553455723541917,2.37832182418319,,,,,4.54626482532625,AFW,ZI,,Aggregates
Africa Western and Central,1994,31.8410168416385,25.0620427392601,,,,,4.53915208489316,AFW,ZI,,Aggregates
Africa Western and Central,1995,10.5632886691814,7.68083409226116,,,,,4.52574525496685,AFW,ZI,,Aggregates
Africa Western and Central,1996,4.91423972637199,6.90729366487193,,,,,4.56677371369668,AFW,ZI,,Aggregates
Africa Western and Central,1997,3.99714170439302,3.66750917412438,,,,,4.60236699392889,AFW,ZI,,Aggregates
Africa Western and Central,1998,4.471125438511,5.38736139685003,,,,,4.66264968954802,AFW,ZI,,Aggregates
Africa Western and Central,1999,0.372266170311917,7.61207819396112,,,,,4.86369993174798,AFW,ZI,,Aggregates
Africa Western and Central,2000,2.53077516737993,5.2898048599024,,,,,4.92142316396605,AFW,ZI,,Aggregates
Africa Western and Central,2001,4.36152914007253,4.31995749994334,,,,,4.86575187573938,AFW,ZI,,Aggregates
Africa Western and Central,2002,3.18869330220589,2.24006068183986,,,,,4.78138507307745,AFW,ZI,,Aggregates
Africa Western and Central,2003,1.76090410099629,1.718821631066,,,,,4.75116750881285,AFW,ZI,,Aggregates
Africa Western and Central,2004,0.694336305945748,5.68195133906449,,,,,4.73188044804454,AFW,ZI,,Aggregates
Africa Western and Central,2005,5.63163351357613,6.6889339462895,,,,,4.7279468963644,AFW,ZI,,Aggregates
Africa Western and Central,2006,4.41589984169562,4.64332214023644,,,,,4.64887181517722,AFW,ZI,,Aggregates
Africa Western and Central,2007,3.60736767984596,4.76187830033287,,,,,4.62766132792644,AFW,ZI,,Aggregates
Africa Western and Central,2008,8.44972153523289,9.57675740925085,,,,,4.59939251319006,AFW,ZI,,Aggregates
Africa Western and Central,2009,3.2824403758932,1.39621905281867,,,,,4.583290656407,AFW,ZI,,Aggregates
Africa Western and Central,2010,1.78484420477115,5.00466529801282,,,,,4.55466216096181,AFW,ZI,,Aggregates
Africa Western and Central,2011,4.01869907534491,8.7898412934254,,,,,4.54837615294628,AFW,ZI,,Aggregates
Africa Western and Central,2012,4.57837463515945,4.73009483525227,,,,,4.63760207877834,AFW,ZI,,Aggregates
Africa Western and Central,2013,2.43920076104128,1.57313536817723,,,,,4.41021563101583,AFW,ZI,,Aggregates
Africa Western and Central,2014,1.7580519603779,0.280788086705584,,,,4.33568128212607,4.6880883010437,AFW,ZI,,Aggregates
Africa Western and Central,2015,2.13026806151513,1.99284630004679,,,,,4.62673719960996,AFW,ZI,,Aggregates
Africa Western and Central,2016,1.49456366409864,1.78417196818288,,,,,5.56701668670193,AFW,ZI,,Aggregates
Africa Western and Central,2017,1.76463495159564,1.75910576861605,,,,7.21821083687056,6.01950535255351,AFW,ZI,,Aggregates
Africa Western and Central,2018,1.78404994832042,2.63937170560153,,,,,6.04109241959404,AFW,ZI,,Aggregates
Africa Western and Central,2019,1.75856517595659,1.58228957609332,,,,,6.06336228158956,AFW,ZI,,Aggregates
Africa Western and Central,2020,2.43760882182242,1.12835169226721,,,,,6.77491378680166,AFW,ZI,,Aggregates
Africa Western and Central,2021,,,,,,,6.83900864678338,AFW,ZI,,Aggregates
Albania,1970,,,,,,,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1971,,,,,,,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1972,,,,,,,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1973,,,,,,,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1974,,,,,,,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1975,,,,,,,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1976,,,,,,,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1977,,,,,,,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1978,,,,,,,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1979,,,,,,,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1980,,,,,,5.59999990463257,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1981,,-2.13957198592783,,,,5.09999990463257,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1982,,-0.0177190999887955,,,,3.59999990463257,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1983,,-0.0167551715145464,,,,4.40000009536743,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1984,,-0.0283602569954127,,,,5.69999980926514,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1985,,0.351222347321595,,,,6.69999980926514,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1986,,-2.41730042856705,3.50195315724536,,1.0,6.40000009536743,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1987,,-0.000306092834563287,1.00030915470921,,1.0,6.09999990463257,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1988,,-0.00057858012561951,1.00058436930792,,1.0,7.0,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1989,,0.00367916143216007,0.996284183664403,,1.0,7.30000019073486,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1990,,-0.431368813098885,1.43757004192621,,1.0,9.5,,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1991,,35.514246957839,-25.4690910606448,,1.0,9.10000038146973,10.3070001602173,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1992,226.005421253526,232.984658871868,-63.7871204812071,18.5,20.5833333333333,26.5,30.0149993896484,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1993,85.0047512387157,125.650814200424,-42.5735139522976,27.3333333333333,29.5833333333333,22.2999992370605,25.257999420166,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1994,22.5650526933696,35.8424752156678,-8.96318219295577,19.8333333333333,23.6666666666667,18.3999996185303,20.8400001525879,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1995,7.79321853789215,9.97066268022502,8.80174501441422,15.3,19.65,12.8999996185303,14.6110000610352,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1996,12.7254778087102,38.1720581904406,-10.2869748364873,16.7833333333333,23.9583333333333,12.3000001907349,13.9309997558594,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1997,33.1802743753957,11.2396444889093,19.2994942972552,27.2758333333333,32.7083333333333,14.8999996185303,16.8759994506836,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1998,20.6428588670596,6.73085989716517,,22.56,,17.7000007629395,20.0470008850098,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,1999,0.389437653561606,2.10284998780091,19.110289296068,12.9458333333333,21.615,18.3999996185303,20.8400001525879,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2000,0.0500181363468233,5.64747147491495,15.5754115979881,8.3025,22.1025,16.7999992370605,19.0279998779297,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2001,3.10758827031435,3.81085736921132,15.2617073964696,7.725,19.6541666666667,16.3999996185303,18.5750007629395,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2002,7.77052583431551,3.64747627374751,11.2464777841114,8.53833333333333,15.3041666666667,15.8000001907349,17.8950004577637,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2003,0.484002611818484,5.19863530390563,8.62387425770233,8.37549739428437,14.2708333333333,15.0,16.9890003204346,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2004,2.28001916938099,3.15236892630959,8.34605448013448,6.60669485084465,11.7615218344487,14.3999996185303,16.3099994659424,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2005,2.36658195679796,3.30681815262164,9.45550547587983,5.08755087231281,13.075,14.1000003814697,15.9700002670288,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2006,2.37072831904283,2.47818888484454,10.2087615821967,5.22742521887892,12.9399428618515,13.8000001907349,15.6300001144409,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2007,2.93268248162319,4.38670937874643,9.30474144287698,5.6590985397927,14.0996227871662,15.9700002670288,15.9700002670288,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2008,3.32087090389268,4.11708542761993,8.55052487177923,6.80274238793673,13.0196427128802,13.0600004196167,13.0600004196167,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2009,2.2669220945083,2.41833605658384,10.000747416439,6.77243622651908,12.6609351537225,13.6700000762939,13.6700000762939,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2010,3.62604695579817,4.49314320250261,7.97103659396286,6.41754337281697,12.8223298853561,14.0900001525879,14.0900001525879,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2011,3.42912324722164,2.31474379699794,9.88846223555399,5.86175264225151,12.4320985987679,13.4799995422363,13.4799995422363,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2012,2.03159268395298,1.04271460596459,9.73611207397717,5.42490848079036,10.8803465425902,13.3800001144409,13.3800001144409,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2013,1.93762080205227,0.288745964465136,9.51039749089083,4.16420494025281,9.8266043443155,15.8699998855591,15.8699998855591,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2014,1.62586504402607,1.54991706750106,6.32455753580755,1.91416666666667,7.9725,18.0499992370605,18.0499992370605,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2015,3.50120835492656,0.563991353628552,7.27249241794098,1.39333333333333,7.8775,17.1900005340576,17.1900005340576,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2016,-0.367317209784628,-0.632653419297611,7.41372325966381,0.830833333333333,6.73416666666667,15.4200000762939,15.4200000762939,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2017,2.0605984592022,1.45106269946422,4.70072680723231,0.766666666666667,6.22,13.6199998855591,13.6199998855591,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2018,2.02805963071136,1.47305810209839,4.39470533490248,0.751666666666667,5.9325,12.3000001907349,12.3000001907349,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2019,1.41109078954248,1.22100947633079,4.99384849366133,0.4925,6.27583333333333,11.4700002670288,11.4700002670288,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2020,1.62088661717004,-0.447649052745419,6.59801835273473,0.409333333333333,6.12083333333333,,13.3290004730225,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Albania,2021,2.04147163139546,,,0.41,6.02166666666667,,11.8190002441406,ALB,AL,Europe & Central Asia (excluding high income),Upper middle income
Algeria,1970,6.59999999900016,4.94044573186476,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1971,2.62664165105633,17.1519638474547,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1972,3.65630712983235,-4.60646101664459,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1973,6.17283950622714,9.62761164430064,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1974,4.699612403417,48.8965904249799,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1975,8.2303166526514,5.91402210943464,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1976,9.43073540174554,10.8405927248128,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1977,11.989283322105,11.9270994206397,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1978,17.5239234455033,10.085121070099,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1979,11.3486005086091,13.9878379203217,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1980,9.51782449754965,25.8620387617004,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1981,14.6548426360635,14.3539994924117,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1982,6.54250963007668,1.93979420661195,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1983,5.96716393032723,6.80479588778471,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1984,8.11639795517099,8.43350556167162,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1985,10.4822870444468,4.97252640197206,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1986,12.3716091651298,2.40534325317709,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1987,7.44126091287252,8.84202042193591,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1988,5.9115449637349,9.06096347663976,,,,,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1989,9.30436125843164,16.0113735159791,,,,17.6399993896484,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1990,16.6525343885433,30.2595985377661,,,,21.2600002288818,,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1991,25.8863869348513,53.7886041739427,,,,20.6000003814697,20.6000003814697,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1992,31.6696619117149,21.926114524189,,,,24.3799991607666,24.3799991607666,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1993,20.5403261235826,13.6244246597669,,,,26.2299995422363,26.2299995422363,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1994,29.0476561173071,29.0776473232106,,,,27.7399997711182,27.7399997711182,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1995,29.7796264864999,28.5770375312606,-7.90216593855153,16.5833333333333,18.4166666666667,31.8400001525879,31.8400001525879,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1996,18.679075860175,24.0219040668914,-4.04920735951835,14.5,19.0,,28.5310001373291,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1997,5.73352275357186,7.00196304772447,8.13664538259514,12.6041666666667,15.7083333333333,25.4300003051758,25.4300003051758,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1998,4.95016163793115,-3.13108869748854,15.1040086037482,9.125,11.5,,26.6620006561279,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
Algeria,1999,2.64551113392798,10.8563363124353,-0.0959226292086755,8.25,10.75,,28.3020000457764,DZA,DZ,Middle East & North Africa (excluding high income),Lower middle income
